101	0	1	0	0
102	0	3	0	0
103	1	2	0	0
104	1	3	0	0
105	2	3	0	0
106	2	4	0	0
107	3	4	0	0
108	3	5	0	0
109	3	7	0	0
110	4	7	0	0
111	4	5	0	0
112	5	6	0	0
113	5	7	0	0
114	5	8	0	0
115	6	7	0	0
116	6	8	0	0
117	7	8	0	0
118	7	9	0	0
119	8	9	0	0
201	10	11	0	0
202	10	13	0	0
203	11	12	0	0
204	11	13	0	0
205	12	13	0	0
206	12	14	0	0
207	13	14	0	0
208	13	15	0	0
209	13	17	0	0
210	14	17	0	0
211	14	15	0	0
212	15	16	0	0
213	15	17	0	0
214	15	18	0	0
215	16	17	0	0
216	16	18	0	0
217	17	18	0	0
218	17	19	0	0
219	18	19	0	0
130 	1 	11 	0 	0
131 	2 	12 	0 	0
132 	3 	13 	0 	0
133 	4 	14 	0 	0
134 	5 	15 	0 	0
135 	6 	16 	0 	0
136 	7 	17 	0 	0
137 	8 	18 	0 	0
138 	9	19 	0 	0
